date,1196711'_1,409000493210'_1,409000425051'_1,409000405747'_1,1196711'_2,409000493210'_2,409000425051'_2,409000405747'_2
20180129,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180130,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180131,4989045.59,0.0,0.0,0.0,0.038162224648738766,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180202,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180203,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180205,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180206,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180207,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180208,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180209,291847.41000000003,0.0,0.0,0.0,-0.12386318346926102,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180212,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180214,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180215,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180216,3000000.0,50000000.0,0.0,0.0,-0.03044802153105041,15.924052203434583,-0.06343750499084931,-0.1110537893148009
20180217,0.0,14000000.0,0.0,0.0,-0.1339301838174199,4.38031046882571,-0.06343750499084931,-0.1110537893148009
20180219,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180220,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180221,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180222,3000000.0,2647330.0,0.0,0.0,-0.03044802153105041,0.7399690666523189,-0.06343750499084931,-0.1110537893148009
20180223,53943858.54,0.0,0.0,0.0,1.7268121907789928,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180226,57045788.53,0.0,0.0,0.0,1.8338103316543717,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180227,660986.0,0.0,0.0,0.0,-0.1111300969770805,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180228,3978321.0,0.0,0.0,0.0,0.003298235965670683,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180301,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180303,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180305,4000000.0,0.0,0.0,0.0,0.004046032564406084,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180306,9000000.0,0.0,0.0,0.0,0.17651630304168858,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180307,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180308,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180309,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180312,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180313,3000000.0,0.0,0.0,0.0,-0.03044802153105041,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180314,600000.0,3000000.0,0.0,0.0,-0.113233751360146,0.8530560499174442,-0.06343750499084931,-0.1110537893148009
20180315,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180316,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180317,3000000.0,0.0,0.0,0.0,-0.03044802153105041,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180319,3000000.0,0.0,0.0,0.0,-0.03044802153105041,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180320,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180321,3000000.0,0.0,0.0,0.0,-0.03044802153105041,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180322,5000000.0,0.0,0.0,0.0,0.03854008665986258,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180323,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180326,3000000.0,0.0,0.0,0.0,-0.03044802153105041,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180327,40000000.0,0.0,0.0,0.0,1.2458319800008397,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180328,50366862.67,0.0,0.0,0.0,1.6034271017399884,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180331,9536306.0,0.0,0.0,0.0,0.19501567121740648,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180403,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180404,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180405,0.0,200000.0,0.0,0.0,-0.1339301838174199,-0.044790529441023554,-0.06343750499084931,-0.1110537893148009
20180406,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180407,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180409,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180410,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180411,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180412,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180413,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180416,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180417,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180418,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180419,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180420,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180421,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180423,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180424,1500000.0,0.0,0.0,0.0,-0.08218910267423515,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180425,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180426,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180427,222645.32,3000000.0,0.0,0.0,-0.1262502441052397,0.8530560499174442,-0.06343750499084931,-0.1110537893148009
20180430,4236059.0,0.0,0.0,0.0,0.012188664480125448,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180502,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180503,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180504,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180505,2000000.0,0.0,0.0,0.0,-0.0649420756265069,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180507,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180508,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180509,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180510,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180511,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180514,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180515,1100000.0,0.0,0.0,0.0,-0.09598672431241775,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180516,4000000.0,0.0,0.0,0.0,0.004046032564406084,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180517,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180518,0.0,0.0,0.0,0.0,-0.1339301838174199,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180519,2000000.0,5181.86,0.0,0.0,-0.0649420756265069,-0.10726081536815894,-0.06343750499084931,-0.1110537893148009
20180521,0.0,18426.12,0.0,0.0,-0.1339301838174199,-0.1030139176763253,-0.06343750499084931,-0.1110537893148009
20180522,2000000.0,2246.71,0.0,0.0,-0.0649420756265069,-0.10820199907794607,-0.06343750499084931,-0.1110537893148009
20180523,0.0,2515.67,0.0,0.0,-0.1339301838174199,-0.10811575450080886,-0.06343750499084931,-0.1110537893148009
20180524,0.0,17640.01,0.0,0.0,-0.1339301838174199,-0.10326599131007512,-0.06343750499084931,-0.1110537893148009
20180525,47828249.05,11327.2,0.0,0.0,1.5158600262042456,-0.10529025376173223,-0.06343750499084931,-0.1110537893148009
20180528,0.0,12107.47,0.0,0.0,-0.1339301838174199,-0.10504005277941937,-0.06343750499084931,-0.1110537893148009
20180529,197329.0,59534.79,0.0,0.0,-0.12712350661681757,-0.08983203241151243,-0.06343750499084931,-0.1110537893148009
20180530,36331.54,5740.58,0.0,0.0,-0.13267696171128865,-0.1070816564964378,-0.06343750499084931,-0.1110537893148009
20180531,3560889.92,35229.84,0.0,0.0,-0.011100654288974148,-0.09762564534686193,-0.06343750499084931,-0.1110537893148009
20180601,0.0,34200.71,0.0,0.0,-0.1339301838174199,-0.0979556456505102,-0.06343750499084931,-0.1110537893148009
20180602,0.0,15272.19,0.0,0.0,-0.1339301838174199,-0.1040252552699096,-0.06343750499084931,-0.1110537893148009
20180604,0.0,11613.42,0.0,0.0,-0.1339301838174199,-0.10519847460175225,-0.06343750499084931,-0.1110537893148009
20180605,0.0,38322.13,0.0,0.0,-0.1339301838174199,-0.0966340732044032,-0.06343750499084931,-0.1110537893148009
20180606,0.0,2952.75,0.0,0.0,-0.1339301838174199,-0.10797560064977099,-0.06343750499084931,-0.1110537893148009
20180607,0.0,16983.29,0.0,0.0,-0.1339301838174199,-0.1034765748120738,-0.06343750499084931,-0.1110537893148009
20180608,0.0,532870.9,0.0,0.0,-0.1339301838174199,0.06194768446361023,-0.06343750499084931,-0.1110537893148009
20180611,52146.24,499248.78,0.0,0.0,-0.13213144859398523,0.05116643252333169,-0.06343750499084931,-0.1110537893148009
20180612,87946.47,72872.17,0.0,0.0,-0.13089655352373544,-0.08555527490772527,-0.06343750499084931,-0.1110537893148009
20180613,35201.85,0.0,0.0,0.0,-0.13271592929925974,-0.10892242796662839,-0.06343750499084931,-0.1110537893148009
20180614,34359.05,564.6500000000002,0.0,0.0,-0.1327450008880514,-0.10874136758411597,-0.06343750499084931,-0.1110537893148009
20180615,30028.79,179132.41999999995,0.0,0.0,-0.1328943691107388,-0.05148191705619827,-0.06343750499084931,-0.1110537893148009
20180618,0.0,24313.31,0.0,0.0,-0.1339301838174199,-0.10112613431792053,-0.06343750499084931,-0.1110537893148009
20180619,104160.73,262914.71,0.0,0.0,-0.13033725796217766,-0.024616330453584266,-0.06343750499084931,-0.1110537893148009
20180620,0.0,1278.0,0.0,0.0,-0.1339301838174199,-0.10851262513504978,-0.06343750499084931,-0.1110537893148009
20180621,0.0,16554.25,0.0,0.0,-0.1339301838174199,-0.10361415056079092,-0.06343750499084931,-0.1110537893148009
20180622,0.0,19611.79,0.0,0.0,-0.1339301838174199,-0.10263372133570103,-0.06343750499084931,-0.1110537893148009
20180625,0.0,58312.33,0.0,0.0,-0.1339301838174199,-0.09022402581487048,-0.06343750499084931,-0.1110537893148009
20180626,461167066.18,29857.0,0.0,0.0,15.773591544038467,-0.09934849749523347,-0.06343750499084931,-0.1110537893148009
20180627,0.0,15167.16,0.0,0.0,-0.1339301838174199,-0.10405893413642034,-0.06343750499084931,-0.1110537893148009
20180628,3366470.0,1118.79,0.0,0.0,-0.01780698552668847,-0.10856367733287109,-0.06343750499084931,-0.1110537893148009
20180629,0.0,12231.160000000002,0.0,0.0,-0.1339301838174199,-0.10500039040677621,-0.06343750499084931,-0.1110537893148009
20180630,4350852.0,27106.42,0.0,0.0,0.016148340431905186,-0.10023049708246627,-0.06343750499084931,-0.1110537893148009
20180702,0.0,17979.309999999998,0.0,0.0,-0.1339301838174199,-0.10315719154422644,-0.06343750499084931,-0.1110537893148009
20180703,0.0,7828.19,0.0,0.0,-0.1339301838174199,-0.10641224453303262,-0.06343750499084931,-0.1110537893148009
20180704,0.0,76897.06,0.0,0.0,-0.1339301838174199,-0.08426465572244166,-0.06343750499084931,-0.1110537893148009
20180705,0.0,9663.54,0.0,0.0,-0.1339301838174199,-0.10582372213323778,-0.06343750499084931,-0.1110537893148009
20180706,11400000.0,10465.84,0.0,0.0,0.2593020328707842,-0.1055664570223023,-0.06343750499084931,-0.1110537893148009
20180707,0.0,17345.809999999998,0.0,0.0,-0.1339301838174199,-0.10336032933280628,-0.06343750499084931,-0.1110537893148009
20180709,0.0,28929.11,0.0,0.0,-0.1339301838174199,-0.09964603423184809,-0.06343750499084931,-0.1110537893148009
20180710,0.0,649062.4,0.0,0.0,-0.1339301838174199,0.09920559190129931,-0.06343750499084931,-0.1110537893148009
20180711,0.0,767.15,0.0,0.0,-0.1339301838174199,-0.1086764340368588,-0.06343750499084931,-0.1110537893148009
20180712,0.0,287314.85,100000.0,0.0,-0.1339301838174199,-0.016792193941131524,-0.05873553435618021,-0.1110537893148009
20180713,0.0,7290.38,0.0,0.0,-0.1339301838174199,-0.1065846984147629,-0.06343750499084931,-0.1110537893148009
20180716,0.0,236285.02,0.0,0.0,-0.1339301838174199,-0.03315539333782585,-0.06343750499084931,-0.1110537893148009
20180717,0.0,45460.07,0.0,0.0,-0.1339301838174199,-0.09434522498559393,-0.06343750499084931,-0.1110537893148009
20180718,0.0,149515.81999999998,0.0,0.0,-0.1339301838174199,-0.06097876098556541,-0.06343750499084931,-0.1110537893148009
20180719,0.0,3356.14,0.0,0.0,-0.1339301838174199,-0.10784624981703977,-0.06343750499084931,-0.1110537893148009
20180720,0.0,70395.79000000001,0.0,0.0,-0.1339301838174199,-0.08634934966207944,-0.06343750499084931,-0.1110537893148009
20180721,7000000.0,15513.04,0.0,0.0,0.10752819485077557,-0.10394802443111015,-0.06343750499084931,-0.1110537893148009
20180723,600000.0,34434.13,0.0,0.0,-0.113233751360146,-0.09788079731174096,-0.06343750499084931,-0.1110537893148009
20180724,0.0,6219.85,0.0,0.0,-0.1339301838174199,-0.10692797402140598,-0.06343750499084931,-0.1110537893148009
20180725,0.0,12013.93,0.0,0.0,-0.1339301838174199,-0.10507004726835979,-0.06343750499084931,-0.1110537893148009
20180726,0.0,40900.25,0.0,0.0,-0.1339301838174199,-0.09580737455326904,-0.06343750499084931,-0.1110537893148009
20180727,12870052.91,27023.01,0.0,0.0,0.3100101174715074,-0.10025724329074637,-0.06343750499084931,-0.1110537893148009
20180730,176384.08,68735.47,0.0,0.0,-0.12784598182032259,-0.08688174703087963,-0.06343750499084931,-0.1110537893148009
20180731,7576780.61,5543.82,0.0,0.0,0.127423696413326,-0.1071447494582073,-0.06343750499084931,-0.1110537893148009
20180801,0.0,39298.95,0.0,0.0,-0.1339301838174199,-0.09632084659881429,-0.06343750499084931,-0.1110537893148009
20180802,0.0,4463.62,0.0,0.0,-0.1339301838174199,-0.1074911258421441,-0.06343750499084931,-0.1110537893148009
20180803,0.0,42271.57,0.0,0.0,-0.1339301838174199,-0.09536764777783838,-0.06343750499084931,-0.1110537893148009
20180804,0.0,46522.53,0.0,0.0,-0.1339301838174199,-0.09400453710105634,-0.06343750499084931,-0.1110537893148009
20180806,0.0,46026.74,0.0,0.0,-0.1339301838174199,-0.0941635168709064,-0.06343750499084931,-0.1110537893148009
20180807,0.0,18845.38,0.0,0.0,-0.1339301838174199,-0.10287947797744608,-0.06343750499084931,-0.1110537893148009
20180808,0.0,2340.9,0.0,0.0,-0.1339301838174199,-0.10817179616033544,-0.06343750499084931,-0.1110537893148009
20180809,0.0,520056.12,0.0,0.0,-0.1339301838174199,0.05783850361067047,-0.06343750499084931,-0.1110537893148009
20180810,0.0,439988.44,0.0,0.0,-0.1339301838174199,0.03216404196596747,-0.06343750499084931,-0.1110537893148009
20180813,0.0,633094.72,0.0,0.0,-0.1339301838174199,0.09408540373405264,-0.06343750499084931,-0.1110537893148009
20180814,0.0,62493.2,0.0,0.0,-0.1339301838174199,-0.08888339016192674,-0.06343750499084931,-0.1110537893148009
20180816,0.0,3941.69,0.0,0.0,-0.1339301838174199,-0.10765848765113144,-0.06343750499084931,-0.1110537893148009
20180817,0.0,77772.45999999999,0.0,0.0,-0.1339301838174199,-0.08398395040259508,-0.06343750499084931,-0.1110537893148009
20180818,0.0,8675.93,0.0,0.0,-0.1339301838174199,-0.10614040865475213,-0.06343750499084931,-0.1110537893148009
20180820,0.0,43504.92,0.0,0.0,-0.1339301838174199,-0.09497216239260561,-0.06343750499084931,-0.1110537893148009
20180821,0.0,95501.38,0.0,0.0,-0.1339301838174199,-0.07829900391055225,-0.06343750499084931,-0.1110537893148009
20180823,0.0,30866.82,0.0,0.0,-0.1339301838174199,-0.09902468912638784,-0.06343750499084931,-0.1110537893148009
20180824,0.0,8310.199999999999,0.0,0.0,-0.1339301838174199,-0.10625768345099099,-0.06343750499084931,-0.1110537893148009
20180827,1607669.64,42733.21,0.0,0.0,-0.07847514028763683,-0.09521961852966157,-0.06343750499084931,-0.1110537893148009
20180828,0.0,28089.72,0.0,0.0,-0.1339301838174199,-0.09991519260336514,-0.06343750499084931,-0.1110537893148009
20180829,5145.49,18801.44,0.0,0.0,-0.13375269500701226,-0.10289356775555215,-0.06343750499084931,-0.1110537893148009
20180830,0.0,39554.1,0.0,0.0,-0.1339301838174199,-0.09623903032927027,-0.06343750499084931,-0.1110537893148009
20180831,7698258.78,34419.79,0.0,0.0,0.13161397098072303,-0.09788539556886526,-0.06343750499084931,-0.1110537893148009
20180901,0.0,14611.5,0.0,0.0,-0.1339301838174199,-0.10423711179009401,-0.06343750499084931,-0.1110537893148009
20180903,0.0,35203.0,0.0,0.0,-0.1339301838174199,-0.09763425184764406,-0.06343750499084931,-0.1110537893148009
20180904,0.0,11752.419999999998,0.0,0.0,-0.1339301838174199,-0.10515390293227696,-0.06343750499084931,-0.1110537893148009
20180905,0.0,6452.79,0.0,0.0,-0.1339301838174199,-0.1068532795991932,-0.06343750499084931,-0.1110537893148009
20180906,0.0,11348.089999999998,0.0,0.0,-0.1339301838174199,-0.10528355518493122,-0.06343750499084931,-0.1110537893148009
20180907,0.0,18798.53,0.0,0.0,-0.1339301838174199,-0.10289450087467569,-0.06343750499084931,-0.1110537893148009
20180910,0.0,1141110.91,0.0,0.0,-0.1339301838174199,0.2569856174662746,-0.06343750499084931,-0.1110537893148009
20180911,0.0,140989.34,0.0,0.0,-0.1339301838174199,-0.06371285773626839,-0.06343750499084931,-0.1110537893148009
20180912,0.0,73649.97,0.0,0.0,-0.1339301838174199,-0.0853058659543592,-0.06343750499084931,-0.1110537893148009
20180913,0.0,15331.64,0.0,0.0,-0.1339301838174199,-0.10400619206307286,-0.06343750499084931,-0.1110537893148009
20180914,0.0,164715.97999999998,0.0,0.0,-0.1339301838174199,-0.05610468539210062,-0.06343750499084931,-0.1110537893148009
20180915,0.0,159190.01,0.0,0.0,-0.1339301838174199,-0.057876640128578294,-0.06343750499084931,-0.1110537893148009
20180917,23152.29,131958.28,0.0,0.0,-0.1331315674737262,-0.06660875285376164,-0.06343750499084931,-0.1110537893148009
20180918,0.0,17561.49,0.0,0.0,-0.1339301838174199,-0.10329116949343628,-0.06343750499084931,-0.1110537893148009
20180919,10.81,83698.60999999999,0.0,0.0,-0.13392981093669512,-0.08208367415035753,-0.06343750499084931,-0.1110537893148009
20180920,0.0,3222.3,0.0,0.0,-0.1339301838174199,-0.10788916688353312,-0.06343750499084931,-0.1110537893148009
20180921,982.5,34503.369999999995,0.0,0.0,-0.13389629340927112,-0.0978585948484714,-0.06343750499084931,-0.1110537893148009
20180924,50514789.5,49802.14,0.0,36000000.0,1.6085296978161778,-0.09295289902243856,-0.06343750499084931,5.170384951180561
20180925,15859789.4,54517.45,0.0,25000000.0,0.41313824968872764,-0.0914408901102547,-0.06343750499084931,3.5566120026958674
20180926,13207328.32,2595326.02,0.0,18900000.0,0.32164411370911467,0.723293496810881,-0.06343750499084931,2.6617015494452643
20180927,7015820.71,91145.58,0.0,7100000.0,0.1080739152773441,-0.0796957325285414,-0.06343750499084931,0.9305632956162289
20180928,2743180.58,154027.83000000002,0.0,103020294.2,-0.03930676449729417,-0.059531942148232826,-0.06343750499084931,15.002706567493801
20180929,0.0,124078.19,0.0,5000000.0,-0.1339301838174199,-0.0691355785150248,-0.06343750499084931,0.6224793690873328
20180930,7406095.0,0.0,0.0,236963.0,0.12153605774866998,-0.10892242796662839,-0.06343750499084931,-0.07628974575191194
20181001,0.0,225817.69,0.0,0.0,-0.1339301838174199,-0.03651184206479594,-0.06343750499084931,-0.1110537893148009
20181003,0.0,60698.22,0.0,0.0,-0.1339301838174199,-0.08945896753800421,-0.06343750499084931,-0.1110537893148009
20181004,0.0,80426.18,0.0,0.0,-0.1339301838174199,-0.08313300989381825,-0.06343750499084931,-0.1110537893148009
20181005,90905785.47,93658.75,0.0,0.0,3.0017788977747233,-0.07888986071145343,-0.06343750499084931,-0.1110537893148009
20181006,0.0,31778.7,0.0,0.0,-0.1339301838174199,-0.09873228614825019,-0.06343750499084931,-0.1110537893148009
20181008,0.0,29736.550000000007,0.0,0.0,-0.1339301838174199,-0.09938712093112052,-0.06343750499084931,-0.1110537893148009
20181009,0.0,1148229.88,0.0,0.0,-0.1339301838174199,0.25926838277450864,-0.06343750499084931,-0.1110537893148009
20181010,0.0,161016.84,0.0,0.0,-0.1339301838174199,-0.05729084974766064,-0.06343750499084931,-0.1110537893148009
20181011,7200000.0,118709.76,0.0,10000000.0,0.11442700566986687,-0.07085701655503386,-0.06343750499084931,1.3560125274894663
20181012,0.0,56821.12,0.0,0.0,-0.1339301838174199,-0.09070219645687232,-0.06343750499084931,-0.1110537893148009
20181015,0.0,89355.97,0.0,0.0,-0.1339301838174199,-0.08026958796314344,-0.06343750499084931,-0.1110537893148009
20181016,0.0,189243.38,0.0,0.0,-0.1339301838174199,-0.04823974175261601,-0.06343750499084931,-0.1110537893148009
20181017,0.0,42221.18,0.0,0.0,-0.1339301838174199,-0.09538380580967191,-0.06343750499084931,-0.1110537893148009
20181018,0.0,25451.32,0.0,0.0,-0.1339301838174199,-0.10076122060871491,-0.06343750499084931,-0.1110537893148009
20181019,0.0,234484.4,0.0,0.0,-0.1339301838174199,-0.03373277923344172,-0.06343750499084931,-0.1110537893148009
20181020,0.0,156564.44,0.0,0.0,-0.1339301838174199,-0.05871855407263765,-0.06343750499084931,-0.1110537893148009
20181022,0.0,58200.8,0.0,0.0,-0.1339301838174199,-0.09025978896808329,-0.06343750499084931,-0.1110537893148009
20181023,0.0,119331.17,0.0,0.0,-0.1339301838174199,-0.0706577555397199,-0.06343750499084931,-0.1110537893148009
20181024,0.0,82104.9,0.0,0.0,-0.1339301838174199,-0.08259471239035374,-0.06343750499084931,-0.1110537893148009
20181025,0.0,38152.09,0.0,0.0,-0.1339301838174199,-0.09668859814452968,-0.06343750499084931,-0.1110537893148009
