date,409000438611'_1,409000493201'_1,A_1,B_1,409000611074'_1,409000438611'_2,409000493201'_2,A_2,B_2,409000611074'_2
20180214,7900000.0,29484.1,0.0,5000.0,0.0,-0.2346214618929764,-0.43263468042785347,-0.3676239356846826,0.26797719764449596,-1.3681452059190737
20180215,3700000.0,61110.96,0.0,0.0,0.0,-0.698767430683226,-0.3399401612114025,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180216,3700000.0,102212.77,2500.0,0.0,1185575.0,-0.698767430683226,-0.21947570419999138,0.9241564197265715,-0.35616683184546677,2.92646715350028
20180217,2000000.0,107049.16,0.0,0.0,981428.0,-0.8866360370983271,-0.2053008273455312,-0.3676239356846826,-0.35616683184546677,2.1869675610338546
20180219,0.0,88031.13,0.0,0.0,0.0,-1.107657926998446,-0.2610403837635266,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180220,11500000.0,80144.06,0.0,2000.0,0.0,0.16321793992723757,-0.28415643643763006,-0.3676239356846826,-0.10650922004948168,-1.3681452059190737
20180221,3800000.0,134293.53,0.0,0.0,1096200.0,-0.68771633618822,-0.12545085872692346,-0.3676239356846826,-0.35616683184546677,2.602716248139502
20180222,3400000.0,100015.35,0.0,0.0,764500.0,-0.7319207141682438,-0.22591607768052702,-0.3676239356846826,-0.35616683184546677,1.4011702307054303
20180223,3500000.0,110202.4,0.0,0.0,0.0,-0.7208696196732379,-0.1960590605127163,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180226,10200000.0,94909.73,3000.0,0.0,921453.0,0.019553711492160303,-0.24088003525335902,1.1825124908088223,-0.35616683184546677,1.9697148555903559
20180227,2800000.0,83883.09,0.0,0.0,103300.0,-0.7982272811382795,-0.27319778963595936,-0.3676239356846826,-0.35616683184546677,-0.993952551107679
20180228,4800000.0,53685.02,0.0,0.0,182450.0,-0.5772053912381606,-0.3617046973692826,-0.3676239356846826,-0.35616683184546677,-0.7072405605140498
20180301,3600000.0,92260.68,6000.0,16000.0,0.0,-0.709818525178232,-0.2486440818937887,2.732648917302327,1.641094062522414,-1.3681452059190737
20180302,0.0,22018.4,0.0,0.0,0.0,-1.107657926998446,-0.4545157483591707,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180303,6000000.0,0.0,0.0,0.0,0.0,-0.4445922572980893,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180305,11600000.0,77952.12,1500.0,30000.0,155500.0,0.1742690344222435,-0.29058074869788314,0.40744427756206986,3.388697345094309,-0.804863910438223
20180306,4600000.0,78194.25,0.0,0.0,0.0,-0.5993075802281725,-0.28987109481704004,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180307,4600000.0,133276.73,0.0,0.0,1106099.0,-0.5993075802281725,-0.12843097711804058,-0.3676239356846826,-0.35616683184546677,2.6385742644994052
20180308,4700000.0,208169.53,0.0,0.0,371900.0,-0.5882564857331666,0.09107080360802011,-0.3676239356846826,-0.35616683184546677,-0.020979200843006966
20180309,4400000.0,205372.21,0.0,0.0,345930.0,-0.6214097692181844,0.0828721954472807,-0.3676239356846826,-0.35616683184546677,-0.11505261076993747
20180312,8200000.0,587655.98,0.0,0.0,521650.0,-0.20146817840795855,1.203299903553692,-0.3676239356846826,-0.35616683184546677,0.5214733650621853
20180313,10200000.0,232615.36,0.0,0.0,577493.0,0.019553711492160303,0.16271858839275982,-0.3676239356846826,-0.35616683184546677,0.723758364313228
20180314,5000000.0,169248.39,2000.0,9000.0,556224.0,-0.5551032022481487,-0.023002372156383247,0.6658003486443207,0.7672924212364661,0.6467137992098054
20180315,4200000.0,181965.87,0.0,0.0,425700.0,-0.6435119582081963,0.014271030712090875,-0.3676239356846826,-0.35616683184546677,0.17390526023011052
20180316,4300000.0,64069.0,0.0,0.0,213463.0,-0.6324608637131903,-0.3312705020791639,-0.3676239356846826,-0.35616683184546677,-0.5948994491523288
20180317,2500000.0,121924.84,0.0,0.0,199983.0,-0.8313805646232973,-0.16170200009496713,-0.3676239356846826,-0.35616683184546677,-0.6437292360531769
20180319,9500000.0,43998.98,11000.0,10000.0,240510.0,-0.0578039499728813,-0.39009331454187934,5.316209628124835,0.8921212271344586,-0.49692472761618367
20180320,4200000.0,226245.3,0.0,0.0,536049.0,-0.6435119582081963,0.14404870940129672,-0.3676239356846826,-0.35616683184546677,0.5736321263073864
20180321,4046810.59,224942.37,0.0,0.0,0.0,-0.6604410646636384,0.14022997842633778,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180322,3300000.0,99571.0,0.0,0.0,726625.0,-0.7429718086632497,-0.227218414036834,-0.3676239356846826,-0.35616683184546677,1.263972294587506
20180323,4000000.0,68100.91,0.0,0.0,301200.0,-0.6656141471982082,-0.31945345925625956,-0.3676239356846826,-0.35616683184546677,-0.2770820149297989
20180326,10800000.0,138542.03,0.0,0.0,275775.0,0.08586027846219596,-0.11299901668850765,-0.3676239356846826,-0.35616683184546677,-0.3691812235317322
20180327,3100000.0,117114.79,0.0,0.0,259150.0,-0.7650739976532617,-0.17579967758040485,-0.3676239356846826,-0.35616683184546677,-0.4294034199135274
20180328,1800000.0,168011.64,0.0,0.0,139650.0,-0.9087382260883389,-0.026627137518513595,-0.3676239356846826,-0.35616683184546677,-0.8622787563119946
20180329,0.0,117919.02,0.0,0.0,0.0,-1.107657926998446,-0.17344257626875242,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180330,1000000.0,0.0,0.0,0.0,0.0,-0.9971469820483865,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180331,8810053.52,213036.21,0.0,0.0,332025.0,-0.13405058744264864,0.10533445680597645,-0.3676239356846826,-0.35616683184546677,-0.16542191246550808
20180401,0.0,0.0,0.0,16000.0,0.0,-1.107657926998446,-0.5190490280434487,-0.3676239356846826,1.641094062522414,-1.3681452059190737
20180403,45400000.0,116153.18,0.0,0.0,0.0,3.9095389737342527,-0.17861804072564694,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180404,43025273.35,40282.34,0.0,0.0,0.0,3.6471056876446633,-0.4009863389490014,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180405,6800000.0,118388.47,6000.0,0.0,0.0,-0.3561835013380418,-0.17206667483414392,2.732648917302327,-0.35616683184546677,-1.3681452059190737
20180406,3700000.0,123743.72,0.0,0.0,934300.0,-0.698767430683226,-0.15637108178336684,-0.3676239356846826,-0.35616683184546677,2.0162516710440053
20180407,1000000.0,197932.71,0.0,30000.0,303600.0,-0.9971469820483865,0.06106791656184005,-0.3676239356846826,3.388697345094309,-0.26838828432430667
20180409,10500000.0,235573.75,3700.0,4800.0,48800.0,0.05270699497717814,0.17138927333286322,1.5442109903239734,0.24301143646489742,-1.1913726836073983
20180410,4909702.93,247145.7,0.0,0.0,305950.0,-0.5650820167800704,0.20530526567756044,-0.3676239356846826,-0.35616683184546677,-0.25987567310642884
20180411,4500000.0,161435.3,0.0,0.0,162600.0,-0.6103586747231784,-0.04590159835667197,-0.3676239356846826,-0.35616683184546677,-0.7791449573969752
20180412,0.0,199217.29,0.0,0.0,639700.0,-1.107657926998446,0.06483286589588934,-0.3676239356846826,-0.35616683184546677,0.9490962392198343
20180413,10400000.0,191239.47,0.0,0.0,363900.0,0.041655900482172194,0.04145083589685093,-0.3676239356846826,-0.35616683184546677,-0.0499583028613144
20180415,0.0,0.0,0.0,2000.0,0.0,-1.107657926998446,-0.5190490280434487,-0.3676239356846826,-0.10650922004948168,-1.3681452059190737
20180416,15600000.0,310279.61,3400.0,0.0,472850.0,0.6163128142224812,0.3903431554239559,1.3891973476746229,-0.35616683184546677,0.34470084275050994
20180417,4213029.46,237804.3,0.0,0.0,555650.0,-0.6420720602714073,0.17792674685499768,-0.3676239356846826,-0.35616683184546677,0.6446345486399919
20180418,8500000.0,307704.52,0.0,0.0,574150.0,-0.16831489492294072,0.38279587663974884,-0.3676239356846826,-0.35616683184546677,0.7116487220573279
20180419,6500000.0,242028.32,0.0,1000.0,388550.0,-0.3893367848230596,0.19030684096047243,-0.3676239356846826,-0.2313380259474742,0.03933355523259538
20180420,0.0,240151.47,1000.0,0.0,276300.0,-1.107657926998446,0.18480601955767123,0.14908820647981902,-0.35616683184546677,-0.3672794699617808
20180421,10500000.0,153156.83,0.0,0.0,167591.0,0.05270699497717814,-0.07016479731154177,-0.3676239356846826,-0.35616683184546677,-0.7610656201253037
20180423,11000000.0,249201.12,0.0,0.0,0.0,0.10796246745220785,0.21132945425296362,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180424,7012200.94,212480.4,0.0,1000.0,0.0,-0.33273297493935083,0.1037054446079367,-0.3676239356846826,-0.2313380259474742,-1.3681452059190737
20180425,5800000.0,188141.79,0.0,0.0,1028650.0,-0.4666944462881012,0.03237190873536809,-0.3676239356846826,-0.35616683184546677,2.3580239554724187
20180426,5900000.0,123185.81,0.0,0.0,0.0,-0.45564335179309523,-0.15800624882859518,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180427,6000000.0,664119.79,0.0,0.0,765376.0,-0.4445922572980893,1.427406125461528,-0.3676239356846826,-0.35616683184546677,1.404343442376435
20180428,0.0,0.0,0.0,0.0,0.0,-1.107657926998446,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180430,0.0,375782.98,0.0,0.0,0.0,-1.107657926998446,0.5823256471796123,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180501,0.0,154816.5,2000.0,6000.0,0.0,-1.107657926998446,-0.06530050434322407,0.6658003486443207,0.39280600354248846,-1.3681452059190737
20180502,27816912.1,183929.92,7300.0,10000.0,785773.0,1.9664153147652963,0.020027424817198755,3.404374702116179,0.8921212271344586,1.478229285359862
20180503,5874647.86,187650.1,0.0,0.0,206700.0,-0.4584450407410014,0.030930824538152907,-0.3676239356846826,-0.35616683184546677,-0.6193976575210555
20180504,4300000.0,139069.5,0.0,0.0,237000.0,-0.6324608637131903,-0.11145306561871755,-0.3676239356846826,-0.35616683184546677,-0.509639308626716
20180505,7500000.0,107985.24,1000.0,30000.0,272000.0,-0.27882583987300014,-0.20255728955682453,0.14908820647981902,3.388697345094309,-0.38285573729662103
20180507,7000000.0,258732.74,0.0,0.0,488799.0,-0.33408131234802985,0.23926548499562694,-0.3676239356846826,-0.35616683184546677,0.4024743050117581
20180508,10318990.35,242380.79,0.0,0.0,392900.0,0.03270344751059857,0.19133988809788102,-0.3676239356846826,-0.35616683184546677,0.05509094195505004
20180509,8700000.0,129549.64,0.0,4000.0,290350.0,-0.14621270593292884,-0.13935462921712483,-0.3676239356846826,0.1431483917465034,-0.31638492204212837
20180510,6500000.0,82525.95,1000.0,7000.0,365625.0,-0.3893367848230596,-0.277175403594772,0.14908820647981902,0.517634809440481,-0.04370968398861686
20180511,6300000.0,77162.26,0.0,0.0,352850.0,-0.4114389738130715,-0.2928957332694879,-0.3676239356846826,-0.35616683184546677,-0.08998568752410153
20180512,0.0,0.0,0.0,5000.0,0.0,-1.107657926998446,-0.5190490280434487,-0.3676239356846826,0.26797719764449596,-1.3681452059190737
20180514,19000000.0,11483.23,0.0,0.0,581049.0,0.9920500270526833,-0.4853930633380708,-0.3676239356846826,-0.35616683184546677,0.7366395751603657
20180515,8351312.51,141740.47,0.0,0.0,823240.0,-0.18474648994509327,-0.10362477409715758,-0.3676239356846826,-0.35616683184546677,1.6139492872748527
20180516,6900000.0,7367.22,0.0,0.0,785049.0,-0.3451324068430358,-0.49745659313647966,-0.3676239356846826,-0.35616683184546677,1.4756066766272053
20180517,5500000.0,0.0,0.0,0.0,403100.0,-0.49984772977311903,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,0.09203929702839202
20180518,6500000.0,0.0,1500.0,1500.0,459800.0,-0.3893367848230596,-0.5190490280434487,0.40744427756206986,-0.16892362299847796,0.297428682583146
20180519,3500118.0,39858.43,0.0,0.0,373850.0,-0.7208565793817338,-0.40222876812600616,-0.3676239356846826,-0.35616683184546677,-0.013915544726044528
20180521,9800000.0,0.0,0.0,0.0,291200.0,-0.024650666487863467,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,-0.3133058924526832
20180522,10500000.0,90671.52,0.0,0.0,376125.0,0.05270699497717814,-0.2533017185405508,-0.3676239356846826,-0.35616683184546677,-0.005674612589588352
20180523,5106767.7700000005,153131.62,0.0,0.0,265250.0,-0.5433041950952381,-0.07023868478660081,-0.3676239356846826,-0.35616683184546677,-0.40730685462456795
20180524,4519694.53,84937.59,0.0,0.0,119100.0,-0.6081822136025311,-0.27010717708340914,-0.3676239356846826,-0.35616683184546677,-0.9367188246215219
20180525,5800000.0,127374.04,0.0,20000.0,93350.0,-0.4666944462881012,-0.14573105090449157,-0.3676239356846826,2.1404092861143837,-1.0299953092429488
20180528,15807788.2,182556.39,1100.0,0.0,308675.0,0.6392756845539531,0.016001773741519038,0.2007594206962692,-0.35616683184546677,-0.25000466648144287
20180529,4900000.0,142369.35,0.0,0.0,364100.0,-0.5661542967431547,-0.10178160252575143,-0.3676239356846826,-0.35616683184546677,-0.04923382531085671
20180530,3022558.67,110513.7,0.0,0.0,341200.0,-0.773632112209751,-0.19514667768899996,-0.3676239356846826,-0.35616683184546677,-0.13218650483826175
20180531,5000000.0,115854.87,0.0,0.0,234600.0,-0.5551032022481487,-0.17949235142318248,-0.3676239356846826,-0.35616683184546677,-0.5183330392322083
20180601,8345822.29,34285.36,6000.0,16000.0,78000.0,-0.18535321934527696,-0.41856276537421944,2.732648917302327,1.641094062522414,-1.0855989612405763
20180602,4000000.0,65093.04,1200.0,3000.0,353500.0,-0.6656141471982082,-0.32826916411964424,0.2524306349127194,0.018319585848510855,-0.08763113548511406
20180604,10615988.52,38019.06,0.0,0.0,402850.0,0.06552499592573695,-0.40761974016088925,-0.3676239356846826,-0.35616683184546677,0.09113370009031992
20180605,6790244.59,78982.56,1600.0,30000.0,578750.0,-0.357261580915517,-0.28756065310883633,0.45911549177852,3.388697345094309,0.7283117057178546
20180606,6500000.0,64415.11,0.0,0.0,251200.0,-0.3893367848230596,-0.3302560953360979,-0.3676239356846826,-0.35616683184546677,-0.45820140254422037
20180607,4814732.87,97510.32,0.0,0.0,217075.0,-0.5755772478526342,-0.23325801903900478,-0.3676239356846826,-0.35616683184546677,-0.581815384591063
20180608,5500000.0,25366.64,1000.0,5000.0,491005.0,-0.49984772977311903,-0.444702460001702,0.14908820647981902,0.26797719764449596,0.41046529239330637
20180611,15800000.0,36033.44,0.0,0.0,990850.0,0.6384150032124931,-0.4134393533392626,-0.3676239356846826,-0.35616683184546677,2.221097698435916
20180612,9889018.34,29859.18,0.0,0.0,793251.0,-0.014813165616577811,-0.43153536610238125,-0.3676239356846826,-0.35616683184546677,1.505317500971475
20180613,7300000.0,16905.35,0.0,0.0,749850.0,-0.30092802886301206,-0.46950148236753175,-0.3676239356846826,-0.35616683184546677,1.3481022501344049
20180614,6109826.97,39815.49,0.0,0.0,533800.0,-0.4324551750623875,-0.4023546200966145,-0.3676239356846826,-0.35616683184546677,0.5654853762524897
20180615,6300000.0,30196.44,1000.0,7000.0,559730.0,-0.4114389738130715,-0.4305468976438956,0.14908820647981902,0.517634809440481,0.6594138906693287
20180618,19000000.0,12958.25,0.0,0.0,518200.0,0.9920500270526833,-0.48106995729040597,-0.3676239356846826,-0.35616683184546677,0.5089761273167902
20180619,8700000.0,180907.04,0.0,0.0,709200.0,-0.14621270593292884,0.011167727450813795,-0.3676239356846826,-0.35616683184546677,1.2008521880038803
20180620,8423389.01,146123.98,700.0,700.0,689650.0,-0.1767812478214003,-0.09077723400210844,-0.005925436169531461,-0.268786667716872,1.1300345074466414
20180621,8600000.0,71360.1,0.0,0.0,386200.0,-0.15726380042793478,-0.3099011657283828,-0.3676239356846826,-0.35616683184546677,0.03082094401471757
20180622,7100000.0,34623.77,0.0,0.0,434905.0,-0.32303021785302394,-0.4175709264041782,-0.3676239356846826,-0.35616683184546677,0.20724933948992552
20180625,20700029.5,50965.26,0.0,0.0,363851.0,1.1799218935406603,-0.3696759865071905,-0.3676239356846826,-0.35616683184546677,-0.050135799861176535
20180626,7600000.0,48110.56,0.0,0.0,261438.0,-0.2677747453779942,-0.3780427685401588,-0.3676239356846826,-0.35616683184546677,-0.42111539673629145
20180627,8100000.0,63907.21,0.0,0.0,528175.0,-0.2125192729029645,-0.3317446890918497,-0.3676239356846826,-0.35616683184546677,0.5451094451458673
20180628,4903686.99,23085.44,5000.0,5000.0,347390.0,-0.5657468439942333,-0.45138838257626585,2.2159367751378256,0.26797719764449596,-0.10976392465159636
20180629,7900000.0,3341.29,0.0,0.0,412341.0,-0.2346214618929764,-0.5092561092992947,-0.3676239356846826,-0.35616683184546677,0.1255137822472894
20180630,4500000.0,12252.0,0.0,0.0,177370.0,-0.6103586747231784,-0.483139891017517,-0.3676239356846826,-0.35616683184546677,-0.7256422902956751
20180701,0.0,0.0,0.0,16000.0,0.0,-1.107657926998446,-0.5190490280434487,-0.3676239356846826,1.641094062522414,-1.3681452059190737
20180702,14912753.61,22571.88,9400.0,0.0,211330.0,0.5403645662500641,-0.4528935651106306,4.489470200661633,-0.35616683184546677,-0.60262600222796
20180703,6500000.0,0.0,0.0,0.0,0.0,-0.3893367848230596,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180704,6800000.0,6904.87,0.0,0.0,610468.0,-0.3561835013380418,-0.4988116853258316,-0.3676239356846826,-0.35616683184546677,0.843206600444939
20180705,7000000.0,0.0,4000.0,0.0,532140.0,-0.33408131234802985,-0.5190490280434487,1.699224632973324,-0.35616683184546677,0.559472212583691
20180706,7000000.0,29872.95,0.0,0.0,434419.0,-0.33408131234802985,-0.43149500789010176,-0.3676239356846826,-0.35616683184546677,0.20548885904231334
20180707,4501536.0,0.0,0.0,33000.0,297640.0,-0.6101889299117351,-0.5190490280434487,-0.3676239356846826,3.763183762788287,-0.2899777153279457
20180708,0.0,0.0,0.0,0.0,0.0,-1.107657926998446,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,-1.3681452059190737
20180709,15300000.0,29077.09,3000.0,3000.0,245245.0,0.5831595307374634,-0.4338275777393883,1.1825124908088223,0.018319585848510855,-0.47977272160909795
20180710,9200000.0,90684.03,0.0,10000.0,814726.0,-0.09095723345789912,-0.25326505323658455,-0.3676239356846826,0.8921212271344586,1.583108277951869
20180711,7400000.0,66435.79,0.0,0.0,437865.0,-0.2898769343680061,-0.3243337255184714,-0.3676239356846826,-0.35616683184546677,0.21797160723669926
20180712,6500000.0,121795.12,0.0,0.0,833548.0,-0.3893367848230596,-0.16208219379844443,-0.3676239356846826,-0.35616683184546677,1.6512888602254419
20180713,4900000.0,41636.56,0.0,0.0,450575.0,-0.5661542967431547,-0.3970172831586604,-0.3676239356846826,-0.35616683184546677,0.2640121555682852
20180716,23000000.0,53279.64,0.0,0.0,700600.0,1.434093806852921,-0.3628928173470472,-0.3676239356846826,-0.35616683184546677,1.1696996533341997
20180717,7600000.0,100369.8,2000.0,9000.0,721080.0,-0.2677747453779942,-0.22487722740148347,0.6658003486443207,0.7672924212364661,1.2438861545010667
20180718,7900000.0,76026.55,0.0,0.0,585860.0,-0.2346214618929764,-0.29622436255545925,-0.3676239356846826,-0.35616683184546677,0.7540668826366254
20180719,8200000.0,30494.01,0.0,0.0,666950.0,-0.20146817840795855,-0.4296747557972741,-0.3676239356846826,-0.35616683184546677,1.047806305469694
20180720,7000000.0,90799.39,0.0,0.0,137240.0,-0.33408131234802985,-0.2529269469643587,-0.3676239356846826,-0.35616683184546677,-0.8710087107950097
20180721,5000000.0,0.0,0.0,0.0,715699.0,-0.5551032022481487,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,1.2243940860060027
20180723,9810217.79,0.0,840.0,0.0,388695.0,-0.0235214888596623,-0.5190490280434487,0.06641426373349876,-0.35616683184546677,0.0398588014566772
20180724,12500000.0,0.0,0.0,0.0,613940.0,0.273728884877297,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,0.8557835307208844
20180725,7500000.0,97234.02,0.0,9000.0,521860.0,-0.27882583987300014,-0.23406782107624483,-0.3676239356846826,0.7672924212364661,0.5222340664901659
20180726,6600000.0,22302.35,0.0,0.0,445490.0,-0.37828569032805365,-0.4536835250928865,-0.3676239356846826,-0.35616683184546677,0.24559231384789854
20180727,7000000.0,0.0,0.0,0.0,392840.0,-0.33408131234802985,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,0.05487359868991274
20180730,19200000.0,4625.14,2760.0,0.0,528035.0,1.0141522160426952,-0.5054932995073633,1.058501576689342,-0.35616683184546677,0.5446023108605469
20180731,9900000.0,29089.53,0.0,0.0,343680.0,-0.013599571992857525,-0.433791117596995,-0.3676239356846826,-0.35616683184546677,-0.12320298321258644
20180801,7600000.0,30347.75,7800.0,36000.0,375110.0,-0.2677747453779942,-0.4301034262495605,3.66273077319843,4.137670180482265,-0.009351336158161107
20180802,7200000.0,0.0,0.0,0.0,146580.0,-0.311979123358018,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,-0.8371756091886359
20180803,11500000.0,4795.33,0.0,0.0,111390.0,0.16321793992723757,-0.5049944931059234,-0.3676239356846826,-0.35616683184546677,-0.9646474341916657
20180804,6500000.0,14728.37,0.0,40000.0,222001.0,-0.3893367848230596,-0.47588194866876526,-0.3676239356846826,4.636985404074235,-0.5639715025232902
20180806,17800000.0,0.0,0.0,0.0,289150.0,0.859436893112612,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,-0.32073178734487445
20180807,6400000.0,35934.87,0.0,0.0,460770.0,-0.4003878793180655,-0.41372825014277603,-0.3676239356846826,-0.35616683184546677,0.3009423987028657
20180808,10600000.0,10667.64,0.0,0.0,665865.0,0.06375808947218407,-0.48778345944213375,-0.3676239356846826,-0.35616683184546677,1.0438760147584611
20180809,7900000.0,0.0,3000.0,0.0,559930.0,-0.2346214618929764,-0.5190490280434487,1.1825124908088223,-0.35616683184546677,0.6601383682197863
20180810,8900000.0,0.0,0.0,0.0,339130.0,-0.12411051694291696,-0.5190490280434487,-0.3676239356846826,-0.35616683184546677,-0.13968484748549878
