date,409000493201'_1,409000611074'_1,409000493201'_2,409000611074'_2
20180508,242380.79,392900.0,0.16663491272261424,-0.0034051048881202943
20180509,129549.64,290350.0,-0.15909611945713328,-0.3826683856568393
20180510,82525.95,365625.0,-0.29484830385479716,-0.10427693309842562
20180511,77162.26,352850.0,-0.3103326827695932,-0.1515230414535732
20180514,11483.23,581049.0,-0.49994076736737136,0.6924311409758847
20180515,141740.47,823240.0,-0.12390254357823963,1.5881322939028162
20180516,7367.22,785049.0,-0.5118232323228572,1.4468895444553451
20180517,0.0,403100.0,-0.5330915804243813,0.03431781528585273
20180518,0.0,459800.0,-0.5330915804243813,0.24401287154705573
20180519,39858.43,373850.0,-0.4180247079785699,-0.07385820580127579
20180521,0.0,291200.0,-0.5330915804243813,-0.37952480897567487
20180522,90671.52,376125.0,-0.2713329455180932,-0.06544451527227692
20180523,153131.62,265250.0,-0.09101755528188415,-0.47549635588887096
20180524,84937.59,119100.0,-0.287886166302836,-1.0160066287737883
20180525,127374.04,93350.0,-0.1653768356743327,-1.111238510585534
20180528,182556.39,308675.0,-0.006071503559893593,-0.31489657073644167
20180529,142369.35,364100.0,-0.12208703667684581,-0.10991687949698531
20180530,110513.7,341200.0,-0.2140507696996571,-0.194608533613062
20180531,115854.87,234600.0,-0.19863140353040773,-0.5888500326861527
20180601,34285.36,78000.0,-0.43411354376115285,-1.1680078071218563
20180602,65093.04,353500.0,-0.34517518404875636,-0.14911912987385922
20180604,38019.06,402850.0,-0.42333476542866644,0.033393233909039664
20180605,78982.56,578750.0,-0.30507767829718646,0.6839286906347117
20180606,64415.11,251200.0,-0.3471322928670713,-0.5274578292657651
20180607,97510.32,217075.0,-0.25159008742552874,-0.6536631872007485
20180608,25366.64,491005.0,-0.45986090050902034,0.35941911900086243
20180611,36033.44,990850.0,-0.4290670304292159,2.208008632173367
20180612,29859.18,793251.0,-0.44689143515030694,1.4772232102658283
20180613,16905.35,749850.0,-0.4842877075146405,1.316712184925573
20180614,39815.49,533800.0,-0.4181486710022721,0.5176889590837228
20180615,30196.44,559730.0,-0.4459178028872932,0.6135865394867738
20180618,12958.25,518200.0,-0.495682548009634,0.45999508117058757
20180619,180907.04,709200.0,-0.010832994317770902,1.1663752530557687
20180620,146123.98,689650.0,-0.11124783575269456,1.0940729893889871
20180621,71360.1,386200.0,-0.32708287600676256,-0.028183885786710418
20180622,34623.77,434905.0,-0.4331365915755202,0.1519430580440108
20180625,50965.26,363851.0,-0.3859605200291872,-0.11083776254829113
20180626,48110.56,261438.0,-0.39420172272510523,-0.48959437272251655
20180627,63907.21,528175.0,-0.348598543908952,0.49688587810542884
20180628,23085.44,347390.0,-0.46644647222931607,-0.17171589872317053
20180629,3341.29,412341.0,-0.5234456462961563,0.06849404129837085
20180630,12252.0,177370.0,-0.49772141353105204,-0.8005052014661993
20180702,22571.88,211330.0,-0.4679290630642604,-0.6749100672399126
20180703,0.0,0.0,-0.5330915804243813,-1.4564771966875323
20180704,6904.87,610468.0,-0.5131579855601353,0.8012321790737389
20180705,0.0,532140.0,-0.5330915804243813,0.5115497387416841
20180706,29872.95,434419.0,-0.4468516826855566,0.15014567184748617
20180707,0.0,297640.0,-0.5330915804243813,-0.35570759270897034
20180709,29077.09,245245.0,-0.4491492423512214,-0.5494813576614523
20180710,90684.03,814726.0,-0.2712968305337776,1.5566447505340704
20180711,66435.79,437865.0,-0.3412988135299825,0.16289010154547745
20180712,121795.12,833548.0,-0.18148255975893376,1.6262546332315724
20180713,41636.56,450575.0,-0.4128914436251553,0.20989581874265364
20180716,53279.64,700600.0,-0.3792791613241118,1.1345696536933993
20180717,100369.8,721080.0,-0.24333508539907292,1.2103113600819255
20180718,76026.55,585860.0,-0.31361135174138743,0.7102237849912753
20180719,30494.01,666950.0,-0.4450587512579716,1.0101210003743608
20180720,90799.39,137240.0,-0.27096379899175876,-0.9489190040722324
20180721,0.0,715699.0,-0.5330915804243813,1.1904106705274011
20180723,0.0,388695.0,-0.5330915804243813,-0.01895656364611604
20180724,0.0,613940.0,-0.5330915804243813,0.8140727652349187
20180725,97234.02,521860.0,-0.252387734920846,0.47353095252713084
20180726,22302.35,445490.0,-0.4687071663194644,0.1910898335382759
20180727,0.0,392840.0,-0.5330915804243813,-0.0036270044185554295
20180730,4625.14,528035.0,-0.5197393135532571,0.4963681125344135
20180731,29089.53,343680.0,-0.4491133294491521,-0.1854366863550764
20180801,30347.75,375110.0,-0.4454809876773169,-0.06919831566213795
20180802,0.0,146580.0,-0.5330915804243813,-0.9143766438344963
20180803,4795.33,111390.0,-0.5192479938745455,-1.0445207184347032
20180804,14728.37,222001.0,-0.4905724076389827,-0.6354452357520238
20180806,0.0,289150.0,-0.5330915804243813,-0.387106376265542
20180807,35934.87,460770.0,-0.42935159110099813,0.2476002472890904
20180808,10667.64,665865.0,-0.5022952853576204,1.0061083171989922
20180809,0.0,559930.0,-0.5330915804243813,0.6143262045882243
20180810,0.0,339130.0,-0.5330915804243813,-0.20226406741307418
20180813,0.0,672840.0,-0.5330915804243813,1.0319041376120766
20180814,0.0,521135.0,-0.5330915804243813,0.47084966653437293
20180816,0.0,778915.0,-0.5330915804243813,1.4242040157938598
20180817,0.0,759945.0,-0.5330915804243813,1.3540467809212846
20180818,0.0,619288.0,-0.5330915804243813,0.8338514100477038
20180820,0.0,283180.0,-0.5330915804243813,-0.409185379543838
20180821,0.0,558951.0,-0.5330915804243813,0.6107055439166243
20180823,1000000.0,1254681.0,2.3537976534418648,3.1837415490772374
20180824,0.0,340531.0,-0.5330915804243813,-0.19708271337741376
20180827,0.0,303660.0,-0.5330915804243813,-0.33344367315531176
20180828,0.0,522721.0,-0.5330915804243813,0.476715210788875
20180829,0.0,256744.0,-0.5330915804243813,-0.5069543126535586
20180830,64428.81,353345.0,-0.34709274248456734,-0.14969237032748334
20180831,0.0,362705.0,-0.5330915804243813,-0.1150760435796022
20180901,0.0,417101.0,-0.5330915804243813,0.08609807071289159
20180903,1000000.0,247660.0,2.3537976534418648,-0.5405499015614381
20180904,0.0,229945.0,-0.5330915804243813,-0.6060657379224119
20180905,0.0,371180.0,-0.5330915804243813,-0.08373273490563933
20180906,0.0,409508.0,-0.5330915804243813,0.0580166851363252
20180907,1000000.0,379958.0,2.3537976534418648,-0.05126883360297901
20180910,0.0,783741.0,-0.5330915804243813,1.4420521346918593
20180911,62249.74,541976.0,-0.3533834762074083,0.5479264684310172
20180912,0.0,781737.0,-0.5330915804243813,1.4346406903753257
20180913,0.0,0.0,-0.5330915804243813,-1.4564771966875323
20180914,0.0,651846.0,-0.5330915804243813,0.9542614919128227
20180915,0.0,547071.0,-0.5330915804243813,0.5667694368904674
20180917,900938.84,236970.0,2.0678190571435633,-0.5800850012339648
20180918,6542.73,550634.0,-0.5142034436272875,0.5799465706728073
20180919,0.0,536772.0,-0.5330915804243813,0.5286803824912765
20180920,0.0,0.0,-0.5330915804243813,-1.4564771966875323
20180921,0.0,500117.0,-0.5330915804243813,0.393118261022945
20180924,163576.46,848198.0,-0.060864459136428635,1.680435101912818
20180925,202530.64,348005.0,0.05159194371965928,-0.1694414285362104
20180926,0.0,409772.0,-0.5330915804243813,0.058993043070239795
20180927,0.0,257370.0,-0.5330915804243813,-0.5046391608860188
20180928,500000.0,329041.0,0.9103530365087418,-0.2395764734557422
20180929,127682.12,233195.0,-0.1644874428391632,-0.594046180023842
20181001,0.0,340960.0,-0.5330915804243813,-0.19549613173480254
20181003,0.0,759325.0,-0.5330915804243813,1.3517538191067882
20181004,1000000.0,548522.0,2.3537976534418648,0.5721357072014905
20181005,400000.0,157753.0,0.6216641131221172,-0.8730552529419668
20181006,0.0,232071.0,-0.5330915804243813,-0.5982030978939936
20181008,0.0,341212.0,-0.5330915804243813,-0.19456415370697497
20181009,800000.0,534432.0,1.7764198066686157,0.5200263008043062
20181010,0.0,317003.0,-0.5330915804243813,-0.2840969159120449
20181011,600000.0,588671.0,1.1990419598953663,0.7206197779921614
20181012,0.0,603331.0,-0.5330915804243813,0.7748372299284795
20181015,1000000.0,943915.0,2.3537976534418648,2.0344277244904823
20181016,0.0,785736.0,-0.5330915804243813,1.4494302940788275
20181017,500000.0,677708.0,0.9103530365087418,1.0499075861813807
20181018,400000.0,0.0,0.6216641131221172,-1.4564771966875323
20181019,0.0,271402.0,-0.5330915804243813,-0.4527442573682551
20181020,0.0,56480.0,-0.5330915804243813,-1.2475957720379247
20181022,1300000.0,235420.0,3.2198644236017384,-0.5858174057702058
20181023,0.0,439438.0,-0.5330915804243813,0.16870756756838526
20181024,0.0,434190.0,-0.5330915804243813,0.14929875530632541
20181025,600000.0,157721.0,1.1990419598953663,-0.8731735993581989
20181026,0.0,234003.0,-0.5330915804243813,-0.5910579330139822
20181029,1000000.0,481810.0,2.3537976534418648,0.32541301596167793
20181030,0.0,367535.0,-0.5330915804243813,-0.0972131313795738
20181031,0.0,277122.0,-0.5330915804243813,-0.43158983546677215
20181101,0.0,241225.0,-0.5330915804243813,-0.5643486262006064
20181102,0.0,194355.0,-0.5330915804243813,-0.7376891427255198
20181103,0.0,371891.0,-0.5330915804243813,-0.08110322546998297
20181105,0.0,455846.0,-0.5330915804243813,0.2293896924913803
20181106,2000000.0,812422.0,5.240686887308111,1.5481238085653612
20181107,0.0,0.0,-0.5330915804243813,-1.4564771966875323
20181108,0.0,0.0,-0.5330915804243813,-1.4564771966875323
20181109,0.0,1043104.0,-0.5330915804243813,2.4012609332293264
20181112,2500000.0,775725.0,6.6841315042412335,1.412406357425725
20181113,0.0,356280.0,-0.5330915804243813,-0.13883778496369797
20181114,500000.0,804956.0,0.9103530365087418,1.520512110328216
20181115,500000.0,406860.0,0.9103530365087418,0.04822351919312122
20181116,500000.0,583226.0,0.9103530365087418,0.7004823956051729
20181117,0.0,586076.0,-0.5330915804243813,0.7110226233008418
20181119,0.0,268843.0,-0.5330915804243813,-0.4622082723413136
20181120,1700000.0,616775.0,4.374620117148237,0.8245575180479788
20181121,0.0,0.0,-0.5330915804243813,-1.4564771966875323
20181122,600000.0,885114.0,1.1990419598953663,1.8169624863385423
20181123,0.0,0.0,-0.5330915804243813,-1.4564771966875323
20181126,1700000.0,672482.0,4.374620117148237,1.0305801370804804
20181127,0.0,620257.0,-0.5330915804243813,0.8374350874642312
20181128,0.0,510886.0,-0.5330915804243813,0.43294552841054457
20181129,1000000.0,328943.0,2.3537976534418648,-0.23993890935545292
20181130,0.0,249500.0,-0.5330915804243813,-0.533744982628094
20181201,0.0,514063.0,-0.5330915804243813,0.444695108547085
20181203,1200000.0,141460.0,2.9311755002151143,-0.9333120704316279
20181204,0.0,246310.0,-0.5330915804243813,-0.5455426409962287
20181205,500000.0,235771.0,0.9103530365087418,-0.5845192935171603
20181206,0.0,439910.0,-0.5330915804243813,0.17045317720780834
20181207,1500000.0,400565.0,3.7972422703749875,0.02494256012496826
20181210,1200000.0,521129.0,2.9311755002151143,0.4708274765813294
20181211,0.0,781411.0,-0.5330915804243813,1.4334350362599615
20181212,0.0,362110.0,-0.5330915804243813,-0.1172765472564173
20181213,800000.0,599735.0,1.7764198066686157,0.7615380514044003
20181214,0.0,422330.0,-0.5330915804243813,0.10543661479031365
20181215,0.0,425785.0,-0.5330915804243813,0.11821432941787019
20181217,2000000.0,324440.0,5.240686887308111,-0.2565924691146098
20181218,0.0,667217.0,-0.5330915804243813,1.0111084532847971
20181219,0.0,620430.0,-0.5330915804243813,0.8380748977769858
20181220,502547.6,431270.0,0.9177076755209393,0.13849964482514882
20181221,0.0,428392.0,-0.5330915804243813,0.12785586401527682
20181224,285523.47,577017.0,0.29118305113475074,0.6775194925306436
20181226,457258.78,872358.0,0.7869638686484333,1.7697866461680325
20181227,209147.76,252169.0,0.07069483620686028,-0.5238741518492377
20181228,200080.84,629558.0,0.044519642474533695,0.8718332130071844
20181229,146825.27,154820.0,-0.10922328920187657,-0.8839024416547377
20181231,167871.62,270690.0,-0.048464807974695684,-0.4553774651294187
