date,409000493201'_1,409000611074'_1,409000493201'_2,409000611074'_2
20180101,199758.22,68250.0,0.043588274269903776,-1.2040664808175656
20180102,61493.58,147500.0,-0.3555664263704886,-0.9109741843678243
20180103,131874.52,323500.0,-0.15238444841510235,-0.26006889509142694
20180104,107971.83,180300.0,-0.22138886683654468,-0.7896691077299502
20180105,119145.09,222800.0,-0.18913290283535633,-0.6324902736717293
20180106,115908.12,145450.0,-0.19847767667870436,-0.9185557516576914
20180108,174434.5,0.0,-0.029518500359539557,-1.4564771966875323
20180109,165694.99,557575.0,-0.054748497687805986,0.6056166480186452
20180110,187584.02,495252.0,0.008442707358969292,0.3751259074301628
20180111,124081.29,256600.0,-0.1748826401991458,-0.507486871526603
20180112,175473.28,0.0,-0.026519657561183983,-1.4564771966875323
20180115,239083.95,858351.0,0.15711730082083467,1.7179842007879502
20180116,199639.98,412300.0,0.04324692848689146,0.0683424099525735
20180117,184162.48,518375.0,-0.0014348996302733636,0.4606422881343567
20180118,164097.27,0.0,-0.05936093835453877,-1.4564771966875323
20180119,160649.42,0.0,-0.06931449939952443,-1.4564771966875323
20180120,193939.03,296450.0,0.02678891730908165,-0.36010860006260054
20180122,153880.37,0.0,-0.0888559969680268,-1.4564771966875323
20180123,104333.66,747675.0,-0.23189186064051986,1.3086683269472994
20180124,137310.84,224800.0,-0.13669039473525058,-0.6250936226572248
20180125,108268.42,0.0,-0.22053264435867231,-1.4564771966875323
20180129,252550.92,960500.0,0.19599495152663438,2.095764453028261
20180130,117287.45,207100.0,-0.19449570375175562,-0.6905539841355898
20180131,82482.93,138250.0,-0.2949724978296381,-0.9451836953099076
20180201,78571.0,196150.0,-0.30626580643027645,-0.7310506484400019
20180202,87199.44,0.0,-0.2813564558892156,-1.4564771966875323
20180203,38505.91,257450.0,-0.4219292834051586,-0.5043432948454386
20180205,70066.41,0.0,-0.33081761573972296,-1.4564771966875323
20180206,87969.6,0.0,-0.27913308927686115,-1.4564771966875323
20180207,91827.28,439250.0,-0.26799639441716,0.16801228237302185
20180208,55919.43,0.0,-0.3716583799934441,-1.4564771966875323
20180209,153450.94,571923.0,-0.09009571381172596,0.6586802223967005
20180212,171840.28,0.0,-0.03700772614782005,-1.4564771966875323
20180213,37837.59,0.0,-0.42385864921793615,-1.4564771966875323
20180214,29484.1,0.0,-0.44797424956414544,-1.4564771966875323
20180215,61110.96,0.0,-0.35667100792915046,-1.4564771966875323
20180216,102212.77,1185575.0,-0.23801463514773444,2.928165066573063
20180217,107049.16,981428.0,-0.22405251292595607,2.1731630092440364
20180219,88031.13,0.0,-0.27895545898230134,-1.4564771966875323
20180220,80144.06,0.0,-0.3017245564520508,-1.4564771966875323
20180221,134293.53,1096200.0,-0.14540103448948755,2.5976272243623924
20180222,100015.35,764500.0,-0.24435834328801678,1.3708926536068187
20180223,110202.4,0.0,-0.21494945831815968,-1.4564771966875323
20180226,94909.73,921453.0,-0.259097702698229,1.951355936946582
20180227,83883.09,103300.0,-0.2909303909999479,-1.074440171788374
20180228,53685.02,182450.0,-0.3781088741664872,-0.7817177078893579
20180301,92260.68,0.0,-0.2667452166232024,-1.4564771966875323
20180302,22018.4,0.0,-0.46952689851742074,-1.4564771966875323
20180303,0.0,0.0,-0.5330915804243813,-1.4564771966875323
20180305,77952.12,155500.0,-0.3080524444393316,-0.8813875803098062
20180306,78194.25,0.0,-0.30735344194913555,-1.4564771966875323
20180307,133276.73,1106099.0,-0.14833642346248269,2.6342369485586823
20180308,208169.53,371900.0,0.06787079455161527,-0.0810699405404177
20180309,205372.21,345930.0,0.05979524155993652,-0.17711545396375883
20180312,587655.98,521650.0,1.1634061414547368,0.4727543041706079
20180313,232615.36,577493.0,0.13844319799153973,0.6792798954720957
20180314,169248.39,556224.0,-0.044490225484185596,0.6006202102583474
20180315,181965.87,425700.0,-0.007776269390276342,0.11789997174975375
20180316,64069.0,213463.0,-0.34813147409980477,-0.6670215389329436
20180317,121924.84,199983.0,-0.18110807248751665,-0.7168749667707041
20180319,43998.98,240510.0,-0.40607139876128495,-0.5669929289382918
20180320,226245.3,536049.0,0.12005354035845771,0.5260064931495331
20180321,224942.37,0.0,0.11629212576897639,-1.4564771966875323
20180322,99571.0,726625.0,-0.2456411325190853,1.2308185750196394
20180323,68100.91,301200.0,-0.3364917965288871,-0.3425415539031523
20180326,138542.03,275775.0,-0.1331360855794068,-0.436571479925041
20180327,117114.79,259150.0,-0.19499415404687498,-0.4980561414831097
20180328,168011.64,139650.0,-0.04806058574416967,-0.9400060395997545
20180329,117919.02,0.0,-0.19267243111832272,-1.4564771966875323
20180331,213036.21,332025.0,0.08192036064828744,-0.22854067014210147
20180403,116153.18,0.0,-0.1977702156030531,-1.4564771966875323
20180404,40282.34,0.0,-0.41680092676344166,-1.4564771966875323
20180405,118388.47,0.0,-0.1913171809674842,-1.4564771966875323
20180406,123743.72,934300.0,-0.17585716739782198,1.998868324738252
20180407,197932.71,303600.0,0.03831822910458858,-0.33366557268574687
20180409,235573.75,48800.0,0.14698374223211733,-1.2759989119336221
20180410,247145.7,305950.0,0.18039068010195589,-0.32497450774370407
20180411,161435.3,162600.0,-0.0670457508884137,-0.8551294692083152
20180412,199217.29,639700.0,0.04202666927662853,0.9093416303017369
20180413,191239.47,363900.0,0.018995586608905695,-0.11065654459843575
20180416,310279.61,472850.0,0.36265128517283635,0.2922760194166977
20180417,237804.3,555650.0,0.15342309301271764,0.5984973714171846
20180418,307704.52,574150.0,0.3552172855755998,0.6669163933013513
20180419,242028.32,388550.0,0.1656173708743534,-0.019492820844667615
20180420,240151.47,276300.0,0.16019911281577154,-0.4346298590337335
20180421,153156.83,167591.0,-0.09094477680429841,-0.8366711266016191
20180423,249201.12,0.0,0.18632444997102918,-1.4564771966875323
20180424,212480.4,0.0,0.08031579874321224,-1.4564771966875323
20180425,188141.79,1028650.0,0.010052927566942921,2.3478053363475024
20180426,123185.81,0.0,-0.17746779177028832,-1.4564771966875323
20180427,664119.79,765376.0,1.3841486913241312,1.3741323867511714
20180430,375782.98,0.0,0.5517522588077935,-1.4564771966875323
20180501,154816.5,0.0,-0.08615349334952757,-1.4564771966875323
20180502,183929.92,785773.0,-0.002106274590501291,1.4495671321225958
20180503,187650.1,206700.0,0.00863347299954322,-0.6920333143384906
20180504,139069.5,237000.0,-0.13161333811521936,-0.5799740514687473
20180505,107985.24,272000.0,-0.22135015365191854,-0.4505326587149182
20180507,258732.74,488799.0,0.21384118113033337,0.35126061293186395
