date,1196428"_1,409000362497"_1,409000438611"_1,409000438620"_1,1196428"_2,409000362497"_2,409000438611"_2,409000438620"_2
20180302,0.0,4818841.55,0.0,0.0,-1.8074254217005985,-0.7861864968942611,-1.0423631305592496,-0.9567346667633202
20180303,33000000.0,6635993.199999998,6000000.0,67423476.4,-0.37109375022956004,-0.6136519158066541,-0.3821806457144931,1.7564667149433013
20180305,32001324.99,19953370.39,11600000.0,64422811.0,-0.4145612819377315,0.6508039674776634,0.23398967347394628,1.6357163480974994
20180306,38500029.5,12278607.14,4600000.0,38069155.0,-0.13170385432425644,-0.07789804387362484,-0.536223225511603,0.5752136910108203
20180307,49807010.05000001,11793374.05,4600000.0,48100521.0,0.3604347599991387,-0.12396986617474931,-0.536223225511603,0.9788878642340334
20180308,21000000.0,11327869.53,4700000.0,41897103.4,-0.8933961762190286,-0.1681685038352813,-0.5252201840975237,0.7292549158560828
20180309,52837733.04,8680008.49,4400000.0,43904441.7,0.49234759084739277,-0.4195771274989121,-0.5582293083397615,0.8100326113994207
20180310,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180312,36195001.0,28043129.83,8200000.0,113974587.0,-0.2320306857846619,1.418908960850074,-0.14011373460474907,3.629739117134324
20180313,40000000.0,13490497.81,10200000.0,43497603.0,-0.06641733506903674,0.037168328860004485,0.07994709367683643,0.7936609352131757
20180314,35301560.61,13587409.11,5000000.0,37670609.5,-0.27091785938249335,0.046369845171620655,-0.49221105985528585,0.5591757431177485
20180315,24000000.0,12775927.03,4200000.0,47249564.71,-0.7628205697216615,-0.03067860630621837,-0.5802353911679201,0.9446443647131464
20180316,39500000.0,11355935.33,4300000.0,41769036.79000001,-0.08817993615193127,-0.16550371741204103,-0.5692323497538408,0.724101362201551
20180317,18948796.0,9977868.79,2500000.0,41956367.0,-0.9826752450023037,-0.2963481261270475,-0.7672870952072678,0.7316397540458399
20180319,37193248.43,15244779.04,9500000.0,66540124.8,-0.18858176458243256,0.20373350085756559,0.0029258037782815033,1.7209195893778093
20180320,30200676.69,11956662.71,4200000.0,45190543.2,-0.49293486322471575,-0.10846596447812606,-0.5802353911679201,0.8617868749457448
20180321,25055293.18,11137567.15,4046810.59,41615483.8,-0.716888720717983,-0.186237299256552,-0.5970908853922038,0.7179222061141142
20180322,37205129.0,12232638.2,3300000.0,41998540.0,-0.18806466037133773,-0.08226269434511498,-0.6792627638946336,0.7333368460378321
20180323,43118370.5,12053399.7,4000000.0,41220693.05,0.06931037137129592,-0.09928099852037248,-0.6022414739960786,0.702035353854669
20180326,41407235.79,33179785.040000007,10800000.0,88123373.26,-0.0051671128143529295,1.9066231562221698,0.14596534216131207,2.5894553379051475
20180327,109772790.0,18155835.73,3100000.0,22000000.0,2.9704574553521073,0.4801319767533041,-0.7012688467227921,-0.07142833750460426
20180328,47797528.95,17610267.689999998,1800000.0,22522520.63,0.27297168887330614,0.42833148270197524,-0.8443083851058226,-0.05040148200882013
20180329,11663198.0,14665387.11,0.0,0.0,-1.2997823708509721,0.1487215023113297,-1.0423631305592496,-0.9567346667633202
20180330,1000000.0,0.0,1000000.0,22500000.0,-1.7639002195348095,-1.24372497925307,-0.9323327164184568,-0.05130773911236071
20180331,73689223.0,20605368.96,8810053.52,40000079.65,1.3999129068143132,0.7127098079421448,-0.07298929315110073,0.6529164098274871
20180402,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180403,84405826.38,32634503.17,45400000.0,36671832.88,1.8663552354593913,1.8548498333874368,3.9530176714327414,0.5189837766085837
20180404,71373146.2,22459109.67,43025273.35,26974500.0,1.2991051958628197,0.8887184403779096,3.691725514662064,0.12875149589982676
20180405,50582433.0,22695280.54,6800000.0,28508038.35,0.39418520066188073,0.9111423487625209,-0.2941563144018589,0.19046291441873445
20180406,50046364.11,19019774.36,3700000.0,27600017.7,0.37085269384984054,0.562161063105261,-0.6352505982383164,0.1539230767577065
20180407,42691490.0,19137853.95,1000000.0,24052165.18,0.05073031130816281,0.5733724623275804,-0.9323327164184568,0.0111532453380481
20180409,62082966.0,33479763.78,10500000.0,43726070.8,0.894748224501209,1.9351054825272347,0.11295621791907426,0.8028547529118945
20180410,24787503.0,20731863.05,4909702.93,53.1,-0.728544342440496,0.7247201455648787,-0.502146483863086,-0.9567325299557708
20180411,55335516.0,19650418.39,4500000.0,55000000.0,0.6010640991476558,0.62203933662825,-0.5472262669256822,1.2565311563834696
20180412,42087162.0,18817464.85,0.0,26023609.15,0.024426812933715847,0.5429522169102345,-1.0423631305592496,0.09048651008440851
20180413,70089305.38,21536434.24,10400000.0,26106835.68,1.2432257646236269,0.801112423128398,0.10195317650499498,0.09383564525582858
20180416,86950986.0,38486340.12000001,15600000.0,67445025.1,1.9771338224640944,2.4104689732436135,0.6741113300371173,1.7573338604204507
20180417,49945586.37,25326094.84,4213029.46,28300000.0,0.3664663223425291,1.1609324216877974,-0.5788017542880892,0.1820912022376644
20180418,50715590.89,19071815.88,8500000.0,27758191.75,0.39998092474410063,0.5671022917871722,-0.10710461036251125,0.16028818982995582
20180419,53264686.0,18325238.4,6500000.0,37500000.0,0.5109308047466748,0.49621639034837844,-0.32716543864409675,0.5523102126549456
20180420,46336829.69,17365017.98,0.0,34137042.8,0.20939445827838746,0.40504555828465616,-1.0423631305592496,0.4169807901919378
20180421,53273026.0,14939642.95,10500000.0,25765273.59,0.5112938049327376,0.1747614954320083,0.11295621791907426,0.08009077797801789
20180423,62531263.0,26514842.3,11000000.0,43048265.5,0.9142604420565258,1.2738013971693194,0.16797142498947062,0.7755790564530263
20180424,53344426.0,20610028.6,7012200.94,31500002.95,0.5144015043673749,0.7131522305849766,-0.27080775709259336,0.31086315065955356
20180425,45839077.0,18133061.67,5800000.0,28800000.0,0.18772967181757225,0.47796962948759086,-0.4041867285426517,0.20221180062990796
20180426,42095024.0,15471440.66,5900000.0,27200017.7,0.024769008073143278,0.22525452671984766,-0.3931836871285724,0.13782659804391165
20180427,64491259.68,26226194.1,6000000.0,28479519.78,0.9995696937978011,1.2463948808949668,-0.3821806457144931,0.18931529303135228
20180429,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180430,7359497.0,30689734.33,0.0,50162.25,-1.4871018269370806,1.6701982787845877,-1.0423631305592496,-0.9547160777899175
20180501,88791094.0,18907089.35,0.0,85500017.7,2.05722489517098,0.5514618674738989,-1.0423631305592496,2.483888370579509
20180502,50140848.99,18216954.89,27816912.1,24900000.0,0.374965167353451,0.48593510753054353,2.0183432279217794,0.045271133170408304
20180503,54380752.27,17742150.15,5874647.86,27573400.9,0.5595078147788431,0.440853434289727,-0.39597319359212774,0.15285198487113313
20180504,56154140.44,16411481.44,4300000.0,30328573.75,0.6366948933965115,0.3145093460314705,-0.5692323497538408,0.2637234377032593
20180505,57069640.0,14935924.68,7500000.0,29503756.65,0.6765421968282026,0.17440845381502465,-0.217135024503304,0.23053181047094928
20180506,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180507,61751913.39,23272594.54,7000000.0,42100035.4,0.880339092723447,0.9659570523927935,-0.2721502315737004,0.7374211424019523
20180508,51940914.0,17581194.64,10318990.35,27000000.0,0.45331336082526397,0.4255710600907482,0.09303965116609426,0.12977764641783118
20180509,54267755.52,16359782.35,8700000.0,29699377.6,0.554589608391016,0.3096006303303014,-0.0850985275343527,0.23840383161506773
20180510,43158045.0,15667694.53,6500000.0,27200029.5,0.07103721200462251,0.24388840312046156,-0.32716543864409675,0.13782707289003374
20180511,57862088.2,15005860.64,6300000.0,25780049.57,0.7110336649391183,0.18104872049918377,-0.3491715214722553,0.08068538109688156
20180512,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180513,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180514,86891677.73,40963506.54,19000000.0,60015070.8,1.9745524180222414,2.6456705154808753,1.0482147381158127,1.4583436073344047
20180515,41819646.2,14557455.61,8351312.51,22971889.69,0.012783133656173187,0.13847364207431698,-0.12346475646476625,-0.032318333236500046
20180516,48812847.77,15006809.27,6900000.0,25527511.5,0.31716364577653655,0.18113879084617818,-0.28315327298777965,0.07052294692643697
20180517,53725615.7,14157742.51,5500000.0,24600044.25,0.5309928631233914,0.10052175607529826,-0.4371958527848895,0.03320055480801989
20180518,68633599.0,13831693.05,6500000.0,23542238.65,1.1798658501400983,0.06956407183637392,-0.32716543864409675,-0.009366808501312605
20180519,45230147.0,13503272.66,3500118.0,20000118.0,0.16122587046275833,0.03838127297130469,-0.6572436974776064,-0.15190598261235785
20180521,56664854.05,19344248.79,9800000.0,35064212.4,0.6589238065205815,0.5929692016850489,0.03593492802051933,0.45429120451813204
20180522,49037481.0,14816404.36,10500000.0,21000017.7,0.3269408525254406,0.16306026042530022,0.11295621791907426,-0.11166882201990828
20180523,44782427.88,13562998.12,5106767.7700000005,23313572.88,0.14173880525126928,0.04405207497694053,-0.48046335790529693,-0.01856859274975885
20180524,38116148.0,14025002.48,4519694.53,20691202.67,-0.14841237421946277,0.08791838008870612,-0.545059269633474,-0.12409590841214546
20180525,60598839.0,14923526.19,5800000.0,20603035.4,0.8301512967865031,0.17323124426387412,-0.4041867285426517,-0.1276438648741666
20180526,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180528,80768770.6,33913583.16,15807788.2,51800486.16,1.7080516473466396,1.9762956853350107,0.6969743517366871,1.1277788903333394
20180529,43340483.0,16210775.24,4900000.0,21607900.0,0.07897786283734473,0.29545273061982597,-0.5032141012693652,-0.08720691076380165
20180530,38986863.4,17053348.75,3022558.67,21000017.7,-0.11051431040559696,0.37545324548239384,-0.7097897483343059,-0.11166882201990828
20180531,37751793.0,16506951.83,5000000.0,21036271.69,-0.16427099925457883,0.3235740510850749,-0.49221105985528585,-0.11020991807409537
20180601,48924738.0,16218701.58,8345822.29,18907633.02,0.322033690657663,0.29620531929422633,-0.12406884764509028,-0.19586888567663432
20180602,48252880.0,16316908.31,4000000.0,22500047.2,0.29279093538096035,0.3055298338555365,-0.6022414739960786,-0.05130583972787251
20180603,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180604,71415670.02000001,25548639.25,10615988.52,32001526.55,1.3009560537251816,1.1820625274512535,0.12571848281025183,0.331045060539218
20180605,47806600.0,19577477.08,6790244.59,20013200.0,0.273366508158412,0.615113718524317,-0.2952297062042722,-0.1513795472760232
20180606,37347179.76000001,16990556.33,6500000.0,19500000.0,-0.1818818723245332,0.36949124232202063,-0.32716543864409675,-0.17203132946582197
20180607,44075253.03,20501296.71,4814732.87,20297863.43,0.11095887693845767,0.7028283750652604,-0.5125960788958619,-0.13992435017204613
20180608,56260632.0,19070910.04,5500000.0,19560703.26,0.6413299600744619,0.567016284257238,-0.4371958527848895,-0.16958855763470201
20180611,90292662.11,38081161.47,15800000.0,54200091.45,2.1225809507244318,2.371998145207112,0.6961174128652758,1.224341879013326
20180612,51657275.0,22628082.3,9889018.34,23501000.0,0.4409679160081617,0.9047620226140544,0.04572965283684521,-0.011026301131089133
20180613,47223431.0,19303217.74,7300000.0,25555419.48,0.24798395953659097,0.5890733930862813,-0.23914110733146254,0.07164599744147451
20180614,43484656.0,18632327.39,6109826.97,22900060.18,0.08525302180919304,0.525373819364425,-0.3700963387215647,-0.035208838683343395
20180615,61470378.8,16369620.15,6300000.0,23000035.4,0.8680852427770342,0.31053470795768257,-0.3491715214722553,-0.031185716181751054
20180616,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180618,78756015.98,36326441.81,19000000.0,50564769.66,1.6204460956010143,2.205391345238443,1.0482147381158127,1.078052179487002
20180619,58359417.48,17539454.43,8700000.0,20900000.0,0.7326800223940844,0.4216079182985599,-0.0850985275343527,-0.11569365396754004
20180620,50615195.0,16132815.75,8423389.01,22301653.12,0.39561117333523627,0.2880506472829985,-0.1155341493199474,-0.05928945494202971
20180621,45817128.0,16925618.19,8600000.0,19531200.0,0.18677433715523534,0.3633255077332163,-0.09610156894843197,-0.17077580412614599
20180622,76637712.0,14224820.93,7100000.0,18928010.64,1.5282464866229184,0.10689070557641367,-0.2611471901596211,-0.19504886586021478
20180623,0.0,20500.0,0.0,0.0,-1.8074254217005985,-1.2417785490185345,-1.0423631305592496,-0.9567346667633202
20180625,18678652.0,37351920.42,20700029.5,47825744.85,-0.9944333172161787,2.3027582999395824,1.2352696880523775,0.9678305431101998
20180626,29505709.0,16524321.12,7600000.0,18925381.13,-0.5231834724306572,0.32522322724158287,-0.20613198308922473,-0.1951546804895716
20180627,12229478.0,14775800.53,8100000.0,19600029.5,-1.275134919368529,0.1592050154326204,-0.15111677601882834,-0.16800602267206813
20180628,15885736.0,14526912.08,4903686.99,16941599.720000006,-1.1159955507482455,0.1355736005981492,-0.5028084202327322,-0.27498441858678857
20180629,35557260.58,14516081.02,7900000.0,16600000.0,-0.2597884664944572,0.13454521510273126,-0.1731228588469869,-0.2887308001408345
20180630,55508854.55,14148196.18,4500000.0,19500023.6,0.6086086945795304,0.09961535288793957,-0.5472262669256822,-0.1720303797735778
20180702,58210596.78,15998665.14,14912753.61,28500000.0,0.7262025713401303,0.27531333980566336,0.5984933251286524,0.1901394415945618
20180703,32945129.59,17928876.55,6500000.0,14800002.95,-0.3734819959177298,0.4585826982187983,-0.32716543864409675,-0.3611648356413808
20180704,50832465.04,15476746.84,6800000.0,22000035.4,0.4050678957508053,0.22575833692384215,-0.2941563144018589,-0.07142691296623814
20180705,47935051.06,15531416.49,7000000.0,19442115.66,0.278957366513322,0.23094910081025535,-0.2721502315737004,-0.17436066458250213
20180706,50158676.61,14505365.56,7000000.0,18687886.74,0.37574111811808575,0.1335278055748799,-0.2721502315737004,-0.20471173897277337
20180707,62111725.02,15304704.47,4501536.0,18526745.14,0.8959999666607992,0.20942328957803094,-0.547057260209562,-0.21119626980854037
20180708,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180709,76624841.72,25018902.46,15300000.0,30505247.51,1.5276863050839882,1.131765176017022,0.6411022057948794,0.2708330012460746
20180710,47414517.26,15111857.6,9200000.0,18900000.0,0.25630102763419543,0.19111290038761503,-0.03008332046395632,-0.19617604753651421
20180711,44729354.96,18603915.56,7400000.0,20600032.45,0.13942879567874045,0.5226761781483037,-0.22813806591738328,-0.12776470717605054
20180712,47162929.41,16417958.53,6500000.0,19169592.64,0.24535061560048912,0.31512433158307085,-0.32716543864409675,-0.18532731705862482
20180713,54913793.78,16723013.72,4900000.0,17377511.12,0.5827085542643505,0.3440886557302881,-0.5032141012693652,-0.25744282215878755
20180714,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180716,75082525.08,28263475.39,23000000.0,47800017.7,1.4605566615243277,1.4398302906076177,1.4883363946789836,0.9667952518043458
20180717,54570568.69,15793870.23,7600000.0,17210047.2,0.5677696128337292,0.2558685103079579,-0.20613198308922473,-0.2641817707178092
20180718,51545743.52,15372464.68,7900000.0,18500011.8,0.4361134857933122,0.21585697355083425,-0.1731228588469869,-0.21227205140418698
20180719,45538817.98,12742831.54,8200000.0,41516881.66,0.17466083726997042,-0.033820950811719125,-0.14011373460474907,0.7139543379950026
20180720,52181853.6,12948346.46,7000000.0,15153389.41,0.4638003056250084,-0.014307757936785761,-0.2721502315737004,-0.34694414156354747
20180721,52400588.86,11487787.55,5000000.0,17000000.0,0.4733208020372947,-0.15298463704625476,-0.49221105985528585,-0.2726343214270397
20180723,60519975.28,20587143.94,9810217.79,22300010.03,0.8267187374299569,0.7109793820907784,0.03705919568582288,-0.05935557485005433
20180724,40382809.5,12660778.94,12500000.0,16521400.0,-0.049755474190552124,-0.04161166600499918,0.33301704620065975,-0.2918937582080952
20180725,42392220.0,12231280.56,7500000.0,16301764.9,0.03770452405600712,-0.0823915992984619,-0.217135024503304,-0.30073213748797567
20180726,41968473.18,12379400.37,6600000.0,14908005.9,0.019260858048396886,-0.06832794678540625,-0.3161623972300175,-0.3568186676771256
20180727,59584277.5,11586743.5,7000000.0,14331936.33,0.7859923023893769,-0.14358898568200232,-0.2721502315737004,-0.3800003966050505
20180728,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180730,79381024.84,26532154.32,19200000.0,35300000.0,1.6476497325879236,1.2754451356643868,1.0702208209439712,0.463779579729074
20180731,43025648.88,12910951.54,9900000.0,19671640.94,0.06527464411565656,-0.01785832393220221,0.0469379694345986,-0.16512429262300757
20180801,37517819.9,11472945.33,7600000.0,14524520.31,-0.1744547257334353,-0.15439387342457805,-0.20613198308922473,-0.3722505867683308
20180802,29658601.26,10447788.48,7200000.0,14600023.6,-0.5165288059045727,-0.2517302777163392,-0.2501441487455418,-0.3692122440175646
20180803,51325826.09,9592483.1,11500000.0,15333043.96,0.4265415351927815,-0.33293965583306206,0.222986632059867,-0.33971462746376896
20180804,45089116.89,9844490.88,6500000.0,15500017.7,0.15508750641354488,-0.309012067426713,-0.32716543864409675,-0.33299540433458724
20180806,63080525.33,16047653.05,17800000.0,23100000.0,0.9381671960118281,0.2799646348861854,0.9161782411468613,-0.027163021041668456
20180807,30881591.82,11012421.57,6400000.0,14200057.82,-0.4632978945337213,-0.1981195987995019,-0.338168480058176,-0.38530734567760544
20180808,43490177.84,9052914.08,10600000.0,14817042.48,0.08549336101152033,-0.38417055603533773,0.12395925933315353,-0.36047914456153557
20180809,40111850.0,7938981.01,7900000.0,16857962.55,-0.06154904120679324,-0.48993606855713645,-0.1731228588469869,-0.27835007840325643
20180810,58701717.73,13848026.39,8900000.0,15900000.0,0.7475787099767345,0.07111488680256643,-0.06309244470619414,-0.3168996378899755
20180811,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180813,77846437.75999999,23963773.19,25000029.5,40295302.36,1.5808565196899151,1.0315829558964709,1.7084004688577863,0.6647965249958467
20180814,53962379.06,11213618.66,8900000.0,16300029.5,0.541298036232843,-0.17901637445430452,-0.06309244470619414,-0.3008019720608755
20180816,61729357.17,15036774.81,17000000.0,24043096.47,0.879357328687851,0.18398395343399196,0.8281539098342271,0.010788309594356619
20180817,31534223.26,7767285.23,2700000.0,14728484.39,-0.4348919791679712,-0.5062382079392898,-0.7452810123791092,-0.3640428280880839
20180818,44816639.49,9437871.01,6500000.0,13000000.0,0.1432278724929364,-0.34761973615504804,-0.32716543864409675,-0.433599108564988
20180820,55676764.64,14839731.03,23300000.0,20738049.57,0.6159170151924563,0.16527507680378953,1.5213455189212215,-0.12221073309050234
20180821,42768158.17,10566299.99,8900000.0,10224997.35,0.05406730890709397,-0.24047786863319542,-0.06309244470619414,-0.5452685362811112
20180822,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180823,74108891.77999999,12773459.24,18600000.0,23700023.01,1.4181790753064827,-0.03091291757785166,1.0042025724594956,-0.0030173770210381264
20180824,46048885.52,7409485.8599999985,8680000.0,11500000.0,0.1968616300666774,-0.5402104768010328,-0.08729913581716855,-0.4939609037417187
20180825,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
20180827,53512021.64,11720728.62,27700000.0,29630465.22,0.5216961384804797,-0.1308673911187898,2.0054793411407097,0.23563071497060026
20180828,46026815.14,6699856.83,9000000.0,10000991.48,0.1959010123153015,-0.607588203595962,-0.05208940329211487,-0.5542828005766613
20180829,42418144.08,7052384.63,8700000.0,11010000.0,0.03883287487896913,-0.5741164587942909,-0.0850985275343527,-0.5136790901661173
20180830,39461598.96,7476634.56,9700000.0,10600046.61,-0.08985134918130779,-0.5338348543673864,0.024931886606440055,-0.5301761052055749
20180831,40878210.42,6869823.99,8900000.0,11300067.85,-0.028193048994434162,-0.5914501929080537,-0.06309244470619414,-0.5020064127334143
20180901,36149122.43,6895609.33,6000000.0,11169601.51,-0.2340275598189892,-0.5890019311820158,-0.3821806457144931,-0.5072565343951061
20180903,48879540.7,10245789.75,22000000.0,18800720.06,0.3200664690378153,-0.2709096160290104,1.378305980538191,-0.20017119113880635
20180904,31830766.02,8405344.559999999,9400000.0,11582951.34,-0.4219848955881702,-0.44565586787395234,-0.008077237635797771,-0.4906228425452418
20180905,32889861.52,8161035.99,9300000.0,12123091.45,-0.37588754983779277,-0.4688524331034213,-0.019080279049877046,-0.4688869580875373
20180906,42286841.46,6972481.870000001,9100000.0,11313384.68,0.03311790179857147,-0.581703051374136,-0.0410863618780356,-0.5014705275568387
20180907,38524305.61,6579621.520000001,10000000.0,9300035.4,-0.1306472317287075,-0.619004283724876,0.05794101084867788,-0.5824901121292241
20180908,0.0,0.0,0.0,0.0,-1.8074254217005985,-1.24372497925307,-1.0423631305592496,-0.9567346667633202
